"","UnitID","Set","Alt","X_1","X_2","X_3","X_4","X_5","X_6","y"
"86",189523142,7,2,0,1,1,0,1,40000,0
"87",189523142,8,1,0,0,0,1,0,35000,1
"88",189523142,8,2,1,1,1,0,1,20000,0
"89",189523142,9,1,0,1,0,1,0,35000,1
"90",189523142,9,2,1,0,1,0,1,45000,0
"91",189523142,10,1,0,1,0,1,0,55000,1
"92",189523142,10,2,1,0,1,1,1,50000,0
"93",189523142,11,1,1,1,1,1,1,20000,2
"94",189523142,11,2,0,0,0,0,0,45000,0
"95",189523142,12,1,1,0,1,1,1,40000,2
"96",189523142,12,2,0,0,0,0,0,55000,0
"97",189523165,1,1,0,1,0,0,0,30000,1
"98",189523165,1,2,1,0,1,1,1,20000,0
"99",189523165,2,1,0,1,0,1,1,45000,1
"100",189523165,2,2,1,0,1,0,0,40000,0
"101",189523165,3,1,0,1,1,0,0,25000,2
"102",189523165,3,2,1,0,0,1,1,50000,0
"103",189523165,4,1,0,0,1,0,1,20000,2
"104",189523165,4,2,1,1,0,1,0,55000,0
"105",189523165,5,1,0,1,1,1,1,25000,2
"106",189523165,5,2,1,0,0,0,0,40000,0
"107",189523165,6,1,0,0,0,1,1,55000,1
"108",189523165,6,2,1,1,1,0,0,35000,0
"109",189523165,7,1,1,1,1,1,1,50000,2
"110",189523165,7,2,1,1,0,0,0,35000,0
"111",189523165,8,1,0,0,1,1,0,35000,2
"112",189523165,8,2,1,1,0,0,1,40000,0
"113",189523165,9,1,1,0,1,0,0,20000,2
"114",189523165,9,2,0,0,0,1,1,45000,0
"115",189523165,10,1,0,0,0,1,0,30000,1
"116",189523165,10,2,1,1,1,1,1,50000,0
"117",189523165,11,1,0,1,1,0,0,55000,2
"118",189523165,11,2,1,0,0,1,1,25000,0
"119",189523165,12,1,0,1,1,1,1,55000,2
"120",189523165,12,2,1,0,0,0,0,25000,0
"121",189523406,1,1,1,0,1,0,0,30000,2
"122",189523406,1,2,0,0,0,1,1,40000,0
"123",189523406,2,1,0,0,0,1,0,45000,1
"124",189523406,2,2,1,1,1,0,1,50000,0
"125",189523406,3,1,0,1,0,0,1,60000,1
"126",189523406,3,2,1,0,1,1,0,50000,0
"127",189523406,4,1,0,1,0,0,0,30000,1
"128",189523406,4,2,0,1,1,1,1,25000,0
"129",189523406,5,1,0,0,1,1,0,40000,1
"130",189523406,5,2,1,1,0,0,1,55000,0
"131",189523406,6,1,0,0,1,1,1,60000,2
"132",189523406,6,2,1,1,0,0,0,20000,0
"133",189523406,7,1,1,1,0,1,1,35000,2
"134",189523406,7,2,0,0,1,0,0,55000,0
"135",189523406,8,1,0,0,0,0,1,25000,1
"136",189523406,8,2,1,1,1,0,0,50000,0
"137",189523406,9,1,0,0,0,0,1,35000,1
"138",189523406,9,2,1,1,1,1,0,45000,0
"139",189523406,10,1,0,1,0,0,0,30000,1
"140",189523406,10,2,1,0,1,1,1,40000,0
"141",189523406,11,1,1,0,1,0,1,30000,2
"142",189523406,11,2,0,1,0,1,0,20000,0
"143",189523406,12,1,0,1,1,1,1,35000,2
"144",189523406,12,2,1,0,1,0,0,55000,0
"145",189523435,1,1,1,0,1,1,1,20000,2
"146",189523435,1,2,0,1,0,0,0,60000,0
"147",189523435,2,1,1,0,0,0,1,40000,2
"148",189523435,2,2,0,1,1,1,0,45000,0
"149",189523435,3,1,0,0,0,0,0,30000,1
"150",189523435,3,2,1,1,1,1,1,35000,0
"151",189523435,4,1,0,0,0,0,1,60000,1
"152",189523435,4,2,1,1,0,1,0,25000,0
"153",189523435,5,1,0,0,0,0,0,40000,1
"154",189523435,5,2,1,1,1,1,1,30000,0
"155",189523435,6,1,1,1,0,0,1,55000,2
"156",189523435,6,2,0,0,1,1,0,55000,0
"157",189523435,7,1,1,1,1,0,0,50000,2
"158",189523435,7,2,0,0,0,1,1,25000,0
"159",189523435,8,1,0,0,1,0,1,20000,1
"160",189523435,8,2,1,1,0,1,1,45000,0
"161",189523435,9,1,1,0,1,0,0,20000,2
"162",189523435,9,2,0,1,0,1,1,25000,0
"163",189523435,10,1,0,1,1,1,1,50000,1
"164",189523435,10,2,1,0,1,0,0,25000,0
"165",189523435,11,1,1,0,1,1,0,55000,2
"166",189523435,11,2,0,1,0,0,1,60000,0
"167",189523435,12,1,0,0,1,0,0,50000,1
"168",189523435,12,2,1,0,0,1,1,35000,0
"169",189523661,1,1,1,1,0,0,0,35000,1
"170",189523661,1,2,0,0,1,1,1,30000,0
"171",189523661,2,1,1,1,0,1,0,60000,1
"172",189523661,2,2,0,0,1,0,1,55000,0
"173",189523661,3,1,1,0,1,0,1,25000,2
"174",189523661,3,2,0,1,0,1,0,45000,0
"175",189523661,4,1,1,0,0,1,1,40000,1
"176",189523661,4,2,0,1,1,0,0,50000,0
"177",189523661,5,1,0,1,1,1,1,20000,2
"178",189523661,5,2,1,0,0,0,0,55000,0
"179",189523661,6,1,1,1,1,0,0,35000,2
"180",189523661,6,2,1,0,0,1,1,25000,0
"181",189523661,7,1,1,0,1,1,0,20000,2
"182",189523661,7,2,0,1,0,0,1,45000,0
"183",189523661,8,1,1,1,1,1,1,30000,2
"184",189523661,8,2,0,0,0,0,0,50000,0
"185",189523661,9,1,1,1,1,1,1,25000,2
"186",189523661,9,2,0,0,0,0,0,45000,0
"187",189523661,10,1,0,0,1,1,0,35000,2
"188",189523661,10,2,0,1,0,0,1,40000,0
"189",189523661,11,1,0,0,1,1,0,60000,2
"190",189523661,11,2,1,1,0,0,1,55000,0
"191",189523661,12,1,0,1,0,1,1,25000,1
"192",189523661,12,2,1,0,1,0,0,20000,0
"193",189523678,1,1,0,1,0,0,1,40000,2
"194",189523678,1,2,1,0,1,1,0,45000,0
"195",189523678,2,1,1,0,0,1,0,40000,2
"196",189523678,2,2,0,1,1,0,1,45000,0
"197",189523678,3,1,0,1,1,0,0,60000,1
"198",189523678,3,2,1,1,0,1,1,55000,0
"199",189523678,4,1,1,0,0,0,0,25000,2
"200",189523678,4,2,0,0,1,1,1,50000,0
"201",189523678,5,1,1,0,1,0,1,20000,2
"202",189523678,5,2,0,1,1,1,0,50000,0
"203",189523678,6,1,0,0,1,0,0,55000,1
"204",189523678,6,2,1,1,0,1,1,35000,0
"205",189523678,7,1,1,1,1,0,1,60000,2
"206",189523678,7,2,0,0,0,1,0,45000,0
"207",189523678,8,1,0,1,0,0,0,35000,1
"208",189523678,8,2,1,1,1,1,1,30000,0
"209",189523678,9,1,0,1,0,0,1,55000,1
"210",189523678,9,2,1,0,1,1,0,20000,0
"211",189523678,10,1,0,1,0,1,1,30000,1
"212",189523678,10,2,1,0,1,0,0,35000,0
"213",189523678,11,1,0,0,1,0,1,40000,1
"214",189523678,11,2,1,1,0,1,0,50000,0
"215",189523678,12,1,1,0,0,0,0,55000,1
"216",189523678,12,2,0,1,1,1,1,40000,0
"217",189523709,1,1,0,0,1,1,1,45000,1
"218",189523709,1,2,1,0,1,0,0,35000,0
"219",189523709,2,1,0,1,1,1,0,60000,1
"220",189523709,2,2,1,1,0,0,1,25000,0
"221",189523709,3,1,0,1,0,1,0,45000,2
"222",189523709,3,2,1,0,1,0,1,55000,0
"223",189523709,4,1,1,1,1,1,0,25000,2
"224",189523709,4,2,0,0,0,0,1,40000,0
"225",189523709,5,1,1,1,1,0,1,50000,2
"226",189523709,5,2,0,0,0,1,0,30000,0
"227",189523709,6,1,1,1,1,1,0,40000,1
"228",189523709,6,2,0,0,0,0,1,20000,0
"229",189523709,7,1,0,1,0,0,0,50000,1
"230",189523709,7,2,1,0,0,1,1,35000,0
"231",189523709,8,1,0,1,0,0,1,55000,1
"232",189523709,8,2,1,0,1,0,0,20000,0
"233",189523709,9,1,0,1,1,1,1,40000,2
"234",189523709,9,2,1,0,0,0,0,55000,0
"235",189523709,10,1,1,0,0,1,0,45000,1
"236",189523709,10,2,0,1,1,0,1,35000,0
"237",189523709,11,1,0,1,0,1,1,50000,1
"238",189523709,11,2,1,0,1,0,0,45000,0
"239",189523709,12,1,1,0,0,1,1,30000,1
"240",189523709,12,2,0,1,1,0,0,20000,0
"241",189523749,1,1,0,0,1,0,1,60000,1
"242",189523749,1,2,1,1,0,1,0,25000,0
"243",189523749,2,1,1,1,1,1,1,25000,2
"244",189523749,2,2,0,0,0,0,0,40000,0
"245",189523749,3,1,0,1,0,1,1,20000,2
"246",189523749,3,2,1,0,1,0,0,40000,0
"247",189523749,4,1,1,0,1,1,1,45000,2
"248",189523749,4,2,0,1,0,0,0,55000,0
"249",189523749,5,1,0,0,1,1,0,55000,1
"250",189523749,5,2,1,1,0,0,1,35000,0
"251",189523749,6,1,1,0,0,0,0,40000,1
"252",189523749,6,2,0,1,1,1,1,25000,0
"253",189523749,7,1,1,1,1,1,1,50000,2
"254",189523749,7,2,0,0,0,0,0,60000,0
"255",189523749,8,1,0,0,0,0,1,30000,1
"256",189523749,8,2,1,1,1,1,0,35000,0
"257",189523749,9,1,0,0,1,0,1,35000,1
"258",189523749,9,2,1,1,0,1,0,20000,0
"259",189523749,10,1,1,0,1,0,1,50000,1
"260",189523749,10,2,0,1,1,1,0,45000,0
"261",189523749,11,1,0,1,0,1,1,45000,1
"262",189523749,11,2,1,0,1,0,0,20000,0
"263",189523749,12,1,1,0,0,0,1,40000,2
"264",189523749,12,2,0,1,1,1,0,50000,0
"265",189523819,1,1,0,1,1,1,0,35000,2
"266",189523819,1,2,1,0,0,0,0,40000,0
"267",189523819,2,1,1,1,1,1,0,20000,2
"268",189523819,2,2,0,0,1,0,1,45000,0
"269",189523819,3,1,0,1,1,0,1,35000,2
"270",189523819,3,2,1,0,0,1,0,50000,0
"271",189523819,4,1,0,1,0,1,0,20000,1
"272",189523819,4,2,1,0,0,0,1,25000,0
"273",189523819,5,1,0,0,0,1,0,20000,1
"274",189523819,5,2,1,1,1,0,1,30000,0
"275",189523819,6,1,1,1,1,0,1,45000,2
"276",189523819,6,2,1,0,0,1,0,35000,0
"277",189523819,7,1,0,0,0,1,0,60000,1
"278",189523819,7,2,1,0,1,0,1,40000,0
"279",189523819,8,1,1,1,1,1,0,45000,2
"280",189523819,8,2,0,1,0,0,1,60000,0
"281",189523819,9,1,0,1,1,0,0,25000,2
"282",189523819,9,2,0,1,0,1,1,40000,0
"283",189523819,10,1,1,1,0,0,0,45000,1
"284",189523819,10,2,0,0,1,1,1,20000,0
"285",189523819,11,1,0,1,0,0,1,60000,1
"286",189523819,11,2,1,0,1,1,0,50000,0
"287",189523819,12,1,0,0,0,0,0,30000,1
"288",189523819,12,2,1,1,1,1,1,25000,0
"289",189524633,1,1,1,0,1,1,1,30000,2
"290",189524633,1,2,1,1,0,0,0,45000,0
"291",189524633,2,1,1,0,0,1,0,40000,1
"292",189524633,2,2,0,1,1,0,1,60000,0
"293",189524633,3,1,1,1,0,1,0,35000,1
"294",189524633,3,2,0,0,1,1,1,55000,0
"295",189524633,4,1,1,0,0,1,0,60000,1
"296",189524633,4,2,0,1,1,0,1,35000,0
"297",189524633,5,1,0,1,1,0,0,55000,1
"298",189524633,5,2,1,0,0,1,1,30000,0
"299",189524633,6,1,0,0,0,1,0,25000,1
"300",189524633,6,2,1,1,1,0,1,50000,0
"301",189524633,7,1,0,0,0,0,0,60000,1
"302",189524633,7,2,1,1,1,1,1,35000,0
"303",189524633,8,1,1,0,0,0,1,50000,1
"304",189524633,8,2,0,1,1,1,0,35000,0
"305",189524633,9,1,0,1,1,1,0,30000,2
"306",189524633,9,2,1,0,1,0,1,25000,0
"307",189524633,10,1,1,0,1,0,0,25000,1
"308",189524633,10,2,0,1,0,1,1,30000,0
"309",189524633,11,1,1,1,0,1,1,20000,2
"310",189524633,11,2,0,0,1,0,0,40000,0
"311",189524633,12,1,0,1,0,0,1,45000,1
"312",189524633,12,2,1,0,1,1,0,25000,0
"313",189529560,1,1,0,0,0,0,0,60000,1
"314",189529560,1,2,1,1,1,1,1,30000,0
"315",189529560,2,1,1,0,1,0,1,40000,2
"316",189529560,2,2,0,1,0,1,0,20000,0
"317",189529560,3,1,0,1,1,0,1,30000,2
"318",189529560,3,2,1,0,0,1,0,45000,0
"319",189529560,4,1,0,0,1,0,0,25000,2
"320",189529560,4,2,1,1,0,1,1,60000,0
"321",189529560,5,1,0,0,1,1,0,35000,1
"322",189529560,5,2,1,1,0,0,1,20000,0
"323",189529560,6,1,1,1,0,1,1,35000,2
"324",189529560,6,2,0,0,0,0,0,50000,0
"325",189529560,7,1,0,0,1,1,1,25000,2
"326",189529560,7,2,1,1,1,0,0,30000,0
"327",189529560,8,1,1,1,1,1,0,55000,2
"328",189529560,8,2,0,0,0,0,0,45000,0
"329",189529560,9,1,0,0,0,1,1,40000,1
"330",189529560,9,2,0,1,1,0,0,35000,0
"331",189529560,10,1,0,0,1,1,0,60000,2
"332",189529560,10,2,1,1,0,0,1,55000,0
"333",189529560,11,1,1,0,1,1,0,50000,1
"334",189529560,11,2,0,1,0,0,1,45000,0
"335",189529560,12,1,1,0,1,1,1,40000,2
"336",189529560,12,2,0,1,0,0,0,60000,0
"337",189571009,1,1,0,0,0,1,0,55000,1
"338",189571009,1,2,1,1,1,0,1,20000,0
"339",189571009,2,1,1,0,1,1,1,45000,1
"340",189571009,2,2,0,1,0,0,0,40000,0
"341",189571009,3,1,1,1,1,1,0,60000,1
"342",189571009,3,2,0,0,0,0,1,35000,0
"343",189571009,4,1,0,1,1,0,1,30000,2
"344",189571009,4,2,1,0,0,1,0,45000,0
"345",189571009,5,1,0,0,1,0,0,50000,1
"346",189571009,5,2,1,1,0,0,1,20000,0
"347",189571009,6,1,0,1,1,0,0,20000,1
"348",189571009,6,2,0,0,0,1,1,60000,0
"349",189571009,7,1,0,1,1,1,0,30000,2
"350",189571009,7,2,1,1,0,0,1,45000,0
"351",189571009,8,1,1,1,0,0,0,60000,1
"352",189571009,8,2,0,0,1,1,1,50000,0
"353",189571009,9,1,0,0,1,1,0,55000,2
"354",189571009,9,2,1,0,0,0,1,25000,0
"355",189571009,10,1,0,1,1,0,0,20000,1
"356",189571009,10,2,1,0,0,1,1,35000,0
"357",189571009,11,1,0,1,1,0,1,30000,1
"358",189571009,11,2,1,0,0,1,0,35000,0
"359",189571009,12,1,0,1,0,1,0,30000,2
"360",189571009,12,2,1,0,1,0,1,40000,0
"361",189726795,1,1,0,1,1,0,0,20000,2
"362",189726795,1,2,1,0,0,1,1,30000,0
"363",189726795,2,1,1,1,1,0,1,30000,2
"364",189726795,2,2,0,0,0,1,0,45000,0
"365",189726795,3,1,1,0,0,0,0,40000,1
"366",189726795,3,2,0,1,1,1,1,35000,0
"367",189726795,4,1,0,0,1,1,1,35000,2
"368",189726795,4,2,0,1,0,0,0,55000,0
"369",189726795,5,1,1,0,0,0,1,60000,2
"370",189726795,5,2,0,0,1,1,0,50000,0
"371",189726795,6,1,0,0,1,1,1,45000,1
"372",189726795,6,2,1,1,0,0,0,60000,0
"373",189726795,7,1,1,1,0,1,1,45000,2
"374",189726795,7,2,0,0,1,0,0,50000,0
"375",189726795,8,1,0,0,0,0,0,50000,1
"376",189726795,8,2,0,1,1,0,1,20000,0
"377",189726795,9,1,0,0,1,1,0,60000,1
"378",189726795,9,2,1,1,0,0,1,40000,0
"379",189726795,10,1,1,1,1,1,0,40000,2
"380",189726795,10,2,0,0,0,0,1,25000,0
"381",189726795,11,1,0,0,0,1,0,30000,1
"382",189726795,11,2,1,1,0,0,1,20000,0
"383",189726795,12,1,1,0,0,0,0,55000,1
"384",189726795,12,2,0,1,1,1,0,35000,0
"385",189731100,1,1,0,0,1,0,1,20000,1
"386",189731100,1,2,1,1,0,1,0,40000,0
"387",189731100,2,1,1,1,1,1,1,35000,2
"388",189731100,2,2,0,0,0,0,0,30000,0
"389",189731100,3,1,0,1,0,0,0,60000,1
"390",189731100,3,2,1,0,0,1,1,55000,0
"391",189731100,4,1,0,1,1,0,0,50000,1
"392",189731100,4,2,1,0,0,1,0,45000,0
"393",189731100,5,1,1,1,0,0,0,20000,2
"394",189731100,5,2,0,0,1,1,1,40000,0
"395",189731100,6,1,0,1,0,1,1,20000,1
"396",189731100,6,2,1,0,1,0,0,60000,0
"397",189731100,7,1,1,1,1,0,1,25000,2
"398",189731100,7,2,0,0,0,0,0,45000,0
"399",189731100,8,1,1,1,1,1,0,20000,2
"400",189731100,8,2,0,0,0,1,1,50000,0
"401",189731100,9,1,1,1,1,1,0,55000,2
"402",189731100,9,2,0,0,0,0,1,25000,0
"403",189731100,10,1,0,1,0,0,1,60000,2
"404",189731100,10,2,0,0,1,1,0,55000,0
"405",189731100,11,1,0,0,1,0,0,30000,1
"406",189731100,11,2,1,0,0,1,1,20000,0
"407",189731100,12,1,0,0,1,1,1,30000,1
"408",189731100,12,2,1,1,0,0,0,50000,0
"409",189794711,1,1,1,1,1,1,0,60000,2
"410",189794711,1,2,0,0,0,0,1,45000,0
"411",189794711,2,1,1,0,0,1,0,55000,1
"412",189794711,2,2,0,1,1,0,1,50000,0
"413",189794711,3,1,1,0,0,1,1,50000,2
"414",189794711,3,2,0,1,1,0,0,40000,0
"415",189794711,4,1,0,1,1,1,0,30000,1
"416",189794711,4,2,1,0,0,0,1,45000,0
"417",189794711,5,1,0,1,1,1,1,60000,1
"418",189794711,5,2,1,0,0,0,0,35000,0
"419",189794711,6,1,1,1,1,0,0,30000,1
"420",189794711,6,2,0,0,0,1,1,45000,0
"421",189794711,7,1,0,0,0,0,1,60000,1
"422",189794711,7,2,1,1,1,1,0,55000,0
"423",189794711,8,1,1,1,1,1,1,55000,1
"424",189794711,8,2,0,0,0,0,0,30000,0
"425",189794711,9,1,1,0,1,1,0,20000,1
"426",189794711,9,2,0,1,0,0,1,25000,0
"427",189794711,10,1,1,1,0,0,0,55000,2
"428",189794711,10,2,0,0,1,1,1,50000,0
"429",189794711,11,1,1,1,1,1,1,20000,1
"430",189794711,11,2,0,0,0,0,0,60000,0
"431",189794711,12,1,0,0,1,1,1,35000,1
"432",189794711,12,2,1,1,0,0,0,60000,0
"433",189795267,1,1,0,1,0,0,1,45000,1
"434",189795267,1,2,1,0,1,0,0,20000,0
"435",189795267,2,1,1,0,0,0,1,50000,1
"436",189795267,2,2,0,1,1,1,0,40000,0
"437",189795267,3,1,1,0,0,1,0,30000,2
"438",189795267,3,2,0,1,1,0,1,55000,0
"439",189795267,4,1,1,1,1,1,0,25000,2
"440",189795267,4,2,0,0,0,1,1,35000,0
"441",189795267,5,1,1,1,1,0,0,40000,2
"442",189795267,5,2,1,0,0,1,1,60000,0
"443",189795267,6,1,1,1,1,1,1,30000,2
"444",189795267,6,2,1,1,0,0,0,25000,0
"445",189795267,7,1,1,1,1,0,0,35000,2
"446",189795267,7,2,0,0,0,1,1,55000,0
"447",189795267,8,1,1,0,0,0,1,60000,1
"448",189795267,8,2,0,1,1,1,0,45000,0
"449",189795267,9,1,1,0,1,1,0,60000,1
"450",189795267,9,2,0,1,0,1,1,50000,0
"451",189795267,10,1,1,1,0,1,0,60000,1
"452",189795267,10,2,0,0,1,0,1,35000,0
"453",189795267,11,1,0,0,1,0,1,30000,1
"454",189795267,11,2,1,1,0,1,0,20000,0
"455",189795267,12,1,1,1,1,0,1,40000,2
"456",189795267,12,2,0,0,0,0,0,20000,0
"457",189795808,1,1,0,1,0,1,0,20000,2
"458",189795808,1,2,1,0,1,0,1,45000,0
"459",189795808,2,1,0,1,0,1,0,25000,2
"460",189795808,2,2,1,0,1,0,1,60000,0
"461",189795808,3,1,1,1,1,0,1,40000,1
"462",189795808,3,2,0,0,0,1,0,55000,0
"463",189795808,4,1,0,1,0,0,0,30000,2
"464",189795808,4,2,1,0,1,1,1,35000,0
"465",189795808,5,1,1,0,1,1,1,30000,1
"466",189795808,5,2,1,1,0,0,0,25000,0
"467",189795808,6,1,0,1,1,0,1,40000,2
"468",189795808,6,2,1,0,0,1,0,50000,0
"469",189795808,7,1,1,1,0,1,1,55000,1
"470",189795808,7,2,0,0,1,0,0,45000,0
"471",189795808,8,1,0,1,1,1,1,60000,2
"472",189795808,8,2,1,0,0,0,1,20000,0
"473",189795808,9,1,0,0,0,1,1,40000,2
"474",189795808,9,2,1,1,1,0,0,55000,0
"475",189795808,10,1,0,0,1,1,0,25000,2
"476",189795808,10,2,1,1,0,0,0,35000,0
"477",189795808,11,1,1,0,1,0,0,35000,1
"478",189795808,11,2,0,1,0,1,1,30000,0
"479",189795808,12,1,0,1,1,0,1,20000,2
"480",189795808,12,2,1,0,0,1,0,45000,0
"481",189795812,1,1,0,1,0,0,0,45000,1
"482",189795812,1,2,1,0,1,1,1,30000,0
"483",189795812,2,1,0,0,1,0,1,35000,2
"484",189795812,2,2,1,1,0,1,0,20000,0
"485",189795812,3,1,0,0,1,1,1,25000,2
"486",189795812,3,2,1,1,0,0,0,50000,0
"487",189795812,4,1,1,0,0,1,1,25000,1
"488",189795812,4,2,0,1,1,1,1,55000,0
"489",189795812,5,1,0,1,1,0,0,60000,1
"490",189795812,5,2,1,0,1,1,1,30000,0
"491",189795812,6,1,1,1,1,1,1,30000,2
"492",189795812,6,2,0,0,0,0,0,35000,0
"493",189795812,7,1,0,1,0,1,1,25000,2
"494",189795812,7,2,1,0,1,0,0,60000,0
"495",189795812,8,1,1,0,0,0,1,50000,1
"496",189795812,8,2,0,1,1,1,0,40000,0
"497",189795812,9,1,0,1,0,0,0,55000,1
"498",189795812,9,2,1,0,1,1,1,20000,0
"499",189795812,10,1,1,1,0,1,0,35000,1
"500",189795812,10,2,1,0,1,0,1,45000,0
"501",189795812,11,1,0,0,0,0,1,35000,1
"502",189795812,11,2,1,1,1,1,0,20000,0
"503",189795812,12,1,0,0,1,1,1,45000,2
"504",189795812,12,2,1,1,0,0,0,50000,0
"505",189795911,1,1,1,1,0,1,0,25000,2
"506",189795911,1,2,0,0,1,0,1,30000,0
"507",189795911,2,1,0,1,1,1,1,40000,2
"508",189795911,2,2,1,0,0,0,0,35000,0
"509",189795911,3,1,1,0,1,1,0,50000,1
"510",189795911,3,2,0,1,0,0,1,25000,0
"511",189795911,4,1,0,0,0,0,1,45000,1
"512",189795911,4,2,1,1,1,0,1,55000,0
"513",189795911,5,1,1,0,1,0,0,60000,1
"514",189795911,5,2,0,1,0,1,1,20000,0
"515",189795911,6,1,1,0,1,1,1,20000,1
"516",189795911,6,2,0,1,0,1,0,35000,0
"517",189795911,7,1,1,0,0,0,1,35000,1
"518",189795911,7,2,0,1,1,1,0,30000,0
"519",189795911,8,1,1,0,0,1,0,40000,1
"520",189795911,8,2,0,1,1,0,1,20000,0
"521",189795911,9,1,1,1,1,1,0,55000,2
"522",189795911,9,2,0,0,0,0,1,25000,0
"523",189795911,10,1,0,0,1,1,1,60000,1
"524",189795911,10,2,1,1,0,0,0,25000,0
"525",189795911,11,1,1,0,1,1,0,30000,1
"526",189795911,11,2,0,1,0,0,1,40000,0
"527",189795911,12,1,0,0,0,0,1,50000,1
"528",189795911,12,2,1,1,1,1,0,45000,0
"529",189800648,1,1,1,1,1,0,0,30000,2
"530",189800648,1,2,0,0,0,1,1,55000,0
"531",189800648,2,1,1,1,0,1,1,50000,1
"532",189800648,2,2,0,0,1,0,0,35000,0
"533",189800648,3,1,0,1,0,0,1,25000,1
"534",189800648,3,2,1,0,1,1,0,40000,0
"535",189800648,4,1,1,0,0,0,1,25000,1
