wtp_child_labor,wtp_firearms,wtp_fossil_fuels,wtp_racial_diversity_mgmt,wtp_gender_pay_gap
-14959.370254010371,9748.645140145702,-43561.67142294035,-9782.80594604508,1484.4559624047026
-32934.847207412764,-1376.749716818736,5638.5237478527715,-6537.901156070628,-6822.5716651678595
-81631.12491288937,-6717.591048109269,-5789.383437670141,-13156.320558190655,-20748.74859181291
-56483.53045979806,-2527.752155255839,-4137.830639171988,4589.370405078592,-12511.25253330623
-9338.35932940988,-302.838075132624,-13817.624460702,1426.4169503910057,-9228.422393557057
3080.6778805846498,2407.55888872284,-341.8511303189989,545.7284775420947,-1241.7879904521471
69979.47376959561,6600.756465367771,-1978.3479748981435,11970.200293964694,15497.862236385628
-353.3320903614242,2565.0885375268163,323.98201147747733,-1374.8730720193282,242.76655704000564
225530.18131784385,-23721.885341490346,11743.46293213199,20748.822018608884,46741.129544015566
-26396.065787945045,-4802.282157878644,-3390.4116528637715,-3042.249711151625,507.82762744092906
-50504.886370750355,3394.136769508826,8461.380041264354,-27888.79003069305,-38329.283400699205
271.18006796203395,-19541.65969165313,110.65896167883757,-3695.0052309696484,-1984.8220121778184
183712.2931574403,-8949.616450259588,14967.419947546143,12321.30654097458,38536.683789528455
-29746.740526522495,-39877.7953050397,-7716.858223120523,-15530.055981857717,-14855.517544220176
-40773.57241737555,-190919.30367826083,-32128.92934661483,-14909.188322277992,6974.156014637027
-332529.5028622628,-34756.27211228209,2812.3361734433593,-46711.0697372388,-62409.331922377845
-52132.568733509055,-7274.1347038023005,3001.880810460038,1330.3633854712625,-9786.246083345615
-250433.96547962484,13813.269703791715,4094.561540100061,-12550.835621354843,-20983.051393428028
-23711.104361544756,4931.499898156407,1548.2591526090598,2517.751143818618,-5.29508112702995
-8455.293338219393,-2105.9807721922616,1193.9281944889976,1423.5894932640467,-2451.656906319636
219880.21566096996,917.1865511183371,14631.67504766116,22960.84920130475,36829.67473809161
330494.1271161174,1152745.8830445635,3921.643638474933,153300.2450388917,119035.15282027505
-7344.502376073971,-1310.9051941163088,-206.0981758028317,-652.4900307964102,-2416.487283226733
-3627.9053182353523,135.96103876125494,2548.7657310074087,-672.5890895509593,-3664.24163544917
-317546.0614796081,-192740.3030128575,-37428.56011596157,8352.10624751323,-178096.5665976625
148051.00370949841,-11739.984550680369,-5192.144942097134,11227.915561813055,26286.643757924045
-68351.30637095195,-45668.23121581045,-19995.453251551633,-42848.40112748153,-45897.46924503321
112169.10235093837,2595.125588830151,-24488.172134592955,-11360.843225466639,27805.47905381381
-429882.20334430935,-178260.35814724638,-135890.55827197272,4318.453057697352,-180504.12985896142
-107422.1746225132,-17957.723746497857,-4849.609696433097,-8831.291947180069,-20182.319815546452
-17041.126873233465,-47294.94697995023,34045.035144474,-24394.481136524355,-68955.56731477355
-5084.729682457434,-1420.773207498218,-11005.242292480958,684.6262471472196,-3092.2427973328136
-155940.36805236535,-81367.92882866663,-2551.0257918491902,-23928.334384956797,-52934.206637208736
110716.50065022278,7411.9608318240635,-763.6920902782459,-5080.124014019475,20633.926400194476
73628.013513177,-33193.65844434387,11615.258972610123,1420.0376258753047,6004.8570340351735
-117879.97802174847,-180942.4743690327,-121232.80288521289,-95509.99770749883,-134286.9519090001
-14528.947012959914,-25226.576703326173,-15918.055354413793,-6356.383436993467,-17355.89520030232
-110478.47020798225,-11179.97782970811,-12761.60486126244,-2754.120811922654,-25935.991420249084
-5613.062891900313,-4880.23457706474,2731.4815552609925,-2016.395811348587,-8109.857221649163
-3295.9547057270956,-3571.206780825043,774.2324570949721,51.79018846526237,199.53546618319612
-25237.65937580385,3443.9308192746385,3701.176127146324,-7161.215775188112,-16563.33763714996
-3825.80772319865,4327.5453065268475,1925.6101002520882,-1573.2594996397186,-3777.936388110309
1090.2278146642304,-197.1735822125949,-834.3213296019484,-479.28671910393456,465.373984669718
30803.059623773846,4424.4168515371075,-10515.291163178164,8391.305208242922,14629.285147768296
22187.645421617788,51435.15383950423,-5431.348576354654,43762.2310194873,36826.05803218885
5104.852038760827,26344.163818268316,16284.137920241526,35404.86042022578,11541.697346659728
-83594.36022108566,-12855.062005532773,2778.7359692626314,-10553.254404464029,-7536.565255044205
-148289.85578239485,-13136.148403008021,107040.30723669859,-15188.247301981572,-107926.15204487904
-16662.588438919254,-31832.323437230156,44465.62116701224,-43727.48872165133,-54811.01799877239
4843.907197567476,-66842.88374272283,-12915.275697275963,99.18936847471029,16916.042769294698
-4823.179042578485,-2302.530984166652,-1916.8104916388452,-1585.6538129558958,279.48842748516313
-45965.63889725646,-26447.024912855723,-6989.102726087178,1557.873815340264,-26335.385535399004
-14703.81267579009,-2546.7768601657494,-2602.3771828096383,-893.6237187637248,-5639.890967432935
-5543.808658813944,-3243.1190501953192,-939.73160570857,-3987.2650261735357,-8904.812250131034
-6728.713571052298,-10668.061431563217,-474.3528983276565,-3673.3435492432795,-9249.22311320898
-1810.713621857755,2519.286256618101,547.795397100612,-1118.2468909936754,-944.0358091273416
1910.2470854455032,-18057.028687952577,5837.303617948706,-18888.311076325757,-30126.830940481836
-2433.327290750561,-3179.575935910026,1886.342258706516,-4068.9201201693536,-5197.526326262798
-364104.0729449384,-154060.50313277752,-133941.94629744228,-61987.77998005848,-60391.97522764475
156262.55436820397,-98227.22094510419,-190547.73483215185,10118.093741643332,91830.43253655297
125593.73303313152,797.6160101718857,-7330.19271228106,13846.716651510891,13761.463287480983
-10455.851194331139,-5503.787142116506,-5937.575804130369,-2181.0159260830205,-434.3257412320485
-2871.370977444306,-44473.86895404955,-106886.56351397024,-59817.506379075734,-76100.65356306841
-18841.04183681389,15499.94995054209,10367.266667802502,4739.599205827546,-4227.27421192226
-1359.761887378005,646.3619041088006,186.87905947881922,-937.8310212883698,-421.91398271584717
-1480439.0096971972,-1036754.887886726,-532591.7821034926,-806551.3878246895,-1128523.8611632653
-117974.05808023858,-302.97222339689216,-913.0231173382438,-15370.930625548539,-23633.726670817716
-3488.517629697753,-7338.353803280741,-1287.468930438132,-3543.3305091705256,-2507.968807621106
-4990.422147594288,3035.7681906121634,-329.9373655990801,-937.1589314745983,851.782393164844
-33277.35439599113,-1135.254419510807,-2245.872685224537,-37495.60116260736,-44073.06219576635
196149.16606743162,137825.44681548304,94404.93766345343,66872.62392289024,33676.22549116981
-69761.21291899844,-3235.4308536858684,8945.471783056271,-12014.07435251643,-14019.22569161108
-301481.61366904434,-10387.82017547499,-4298.5366265614175,-36498.97467270069,-54257.78070717787
-117120.61071896006,11405.483363226127,-14034.414269012535,-24394.41873795859,-22152.45767285659
1457.5893365463253,15679.681831568554,9816.488821681101,-31748.10745550186,-33401.669422071864
1473.024553339133,1628.3739337465008,3058.0370132343073,-3469.3342618022416,-3994.749764656754
38566.57050961048,-914.148950124718,1518.4215679878569,-13493.128798298092,-8915.945844230428
-7636.424751500527,-11049.29069956785,-2788.110008613543,-10834.690545250793,-19274.984620726897
-25290.56897716283,18685.85088240158,5582.224159750727,44416.0206552006,6546.049315000403
39510.47568514052,6960.216384196427,12568.798743437193,36090.97984092422,-27121.13817162639
-51666.69174513017,-16566.568168017253,-19832.22672407586,-70077.87663131946,18618.274809250022
641.8448993408294,-10962.835471185932,-19335.376557431195,-18626.038078736154,-6443.4526995199785
92424.30896119573,-2820.817783017786,-2747.3755999020304,3313.91613268798,102646.21973805405
108255.52050725753,41563.55992513431,-13405.583699419181,27507.096271522747,52457.99927629524
-3096.4854361776397,-6574.86468275089,-7592.440598582911,-8455.654407984104,-9599.227585057894
-37268.66966289871,-46987.839972579866,-22200.622596257832,1616.8172413590366,1531.9038422910394
-8619.180275907805,117.9776143689054,-1851.5524760242065,1494.4886457965529,659.6046769307517
-644.7435066786153,4664.255558497757,6272.199351673498,6063.433684987399,192.13791170550766
-4887.4306994734025,-2972.0599572150827,-973.0817375725289,530.3215095884235,-284.08777353963484
-11916.26705902668,-2593.9711887602484,-41639.72301465068,-21068.756198637526,-12618.711691200739
-21067.404479531382,-3623.9512292189356,8091.560860021833,-7618.848879764982,-11685.9529893186
1106.5168190725255,-425.8397078483343,1363.084235104583,-2302.364265250815,-2572.6186111856914
-28656.57592335645,-2458.638191230633,-5513.152239630918,-4992.718395716053,-2712.915927768527
-73512.74092589854,-6402.910380172367,4611.332183426923,-6991.052077038936,-11556.916136007305
-7439.59627494072,-18484.554786112258,-6647.775692633539,-4954.5499120309,-3225.03452201099
-8672.268548490692,-5708.038258828087,2655.3883769339204,-5301.567505749587,-3659.611774819452
10.8219505594995,-900.3506679729799,452.0705353414235,1800.598520338434,-1047.021006486556
-5770.864811190627,-1549.29349906408,1576.3962548383668,-620.9434635545371,-4229.125907871553
-15080.287851918009,-9465.937781380588,-6767.921104344092,-1321.8627967901689,-6434.130103052962
4191.070173620213,2931.8825173837113,-956.2122413045619,-519.0037154954905,-4054.1587501029894
-3073.4041109766713,-53.22853211391896,1747.1288341610004,-1354.901156599875,-3800.545239613013
-2618.2953250380756,-6113.968385029467,1999.5791274164349,-608.9112754410672,-1547.6167917141963
1971.2037378947605,1633.658736761912,617.3436025787767,-1776.8110247884697,-1653.8541674764886
106051.4360873317,1566.9678267983452,4721.961633052657,19733.00990994219,28131.45018754728
2420.780057345867,-1294.7531464072272,1025.9316348662217,-5066.886006439711,-3062.2090503922304
-1393.0653271299539,-676.3079757280883,464.1490523207723,-297.8438191434675,-3691.0727254059343
170.96185612664397,691.7354879775971,3745.371249255433,3023.203062074748,-4370.583955658444
-3679.408458627692,1112.6450555334181,988.4359615989082,242.07266974715498,-758.140909014156
4411.501327928594,-255.4931283501647,-2449.4591075925096,1024.2300909411204,-1915.293101181532
1488.24035211191,-2518.086575426898,436.80667429149526,-4528.828351058747,-2851.5549820439637
-18295.06991998742,-25452.12597953733,2587.619811884564,-73320.62058886823,-128185.86671725509
-41610.76422592557,-35644.042181479956,-3315.126074188485,-33155.37922657483,-29271.031991049036
-4226.71754013325,-5033.783477168306,-287.47734403531564,1314.4937360469496,-661.5706466297605
-14759.73046352902,12549.452552237823,7931.794447862554,-3994.042467025532,-19433.857481483912
324.6325860926944,-3125.96256516413,-1345.4948838460882,-1600.001964578267,-5187.84971765114
-3242.3200955560983,-1316.2636918956812,-1762.5936006480665,-1751.7397053163822,-730.7023078861055
3115.9430140006098,1470.385237719478,1054.3360266489185,1716.8980349860194,-3117.9706727328826
-27155.134074707883,-19465.30068358394,-6931.886372841106,-22090.020506704564,-23205.698007630126
103174.19287331055,11315.886067532954,20170.661723422338,21301.140110601646,33007.547259240535
56054.45012671987,189884.59991594587,-2601.1520746444435,33247.70432538929,65505.5824020836
110554.47293164112,24541.639579556388,17668.88181491561,15819.47970944121,14070.977776242627
-3239.068969980884,-7533.665065407849,-4166.942884964583,-15796.794214089328,-8867.558825102962
-194376.1642111099,-212449.7857168057,-74736.6110721363,-51886.34892084632,-135247.39349542648
-151599.94492931827,-2240.4130898922253,-4828.858661294909,-17644.5172536223,-31478.245581159867
-38754.286997999225,-52332.42336083682,14486.11036026468,-4669.001170612659,-13336.111635892245
641830.815913579,139383.07531647835,-143824.88558328548,112231.5671778765,211340.0497314699
-31322.561978625607,3277.73978095232,-405.28825251933586,-4535.152364269422,-4959.466764722832
2831.1607067896675,-11358.04264237602,1531.1162689954524,5.168003753066444,-24885.72404140881
-8393.143939893813,-5315.782869578273,-6125.1903145031865,4542.292602125805,4095.0474132550335
-8648.20296434479,-1327.2397245055874,-2028.5890675239452,-3273.191575666943,-1424.2894637432787
-3642.1842340336902,-16739.374124745686,-1784.9918936676584,-8051.167431825009,-17768.893442489436
-4861.942693323002,2372.014195102627,-732.5315542898024,1665.6837572672912,-2890.88619011124
-2555.056176622122,410.4466690906492,-1529.65638505465,429.5659271323785,-3611.4983038964483
-36229.96210162383,-57457.73008804284,-20843.72517684664,-19761.509704064185,-11634.253607211398
-155671.34225351474,-115817.2410189579,7439.767800346598,-70046.84518625523,-115746.03181213191
179996.78571062343,57272.554861873454,16610.503623649165,64856.38906889718,66655.77709215847
-7889.671029170902,-3510.3951635206013,-631.4863451030219,-103.88042508955404,-3608.150981239059
-940.7099486128888,751.3654070713643,1819.8592973371603,-223.58722981546182,-1853.7863336959158
2556.3183023854217,1315.2121278586035,15.830225918430672,-3803.899750414053,-987.4490452523523
-16018.15421702138,-9999.35872879378,-1726.3168213327751,-11860.22056450085,-11956.12973705145
8218.024468674077,-3386.08868141432,-5912.578309555085,-19342.666441446152,-19125.687104207307
-5014.116274668028,-21529.993501122422,-4800.105678368808,-20366.811840969433,-18377.976717690715
-16659.906261180186,3030.688952914169,4090.776037368174,8534.625182076645,-6006.857631947715
-1711435.38101616,-231376.91910947394,-13674.2156008984,-1263425.8080526085,-1103930.8915866888
-38353.70019025997,-1708.5011878086714,-2421.9851228796824,-7118.298543364042,-9737.336583626862
21782.772771610707,2699.1954289659175,-65985.02142145135,91939.4159613553,165194.98946015682
219266.8239825968,19225.441010728948,-3712.27298744639,-378.2741411795833,13462.754420590381
-17495.8720591822,-22624.145161075634,-9340.517268345948,-18846.829895042873,-26374.348890061006
-6403.781963931692,-1969.9752112083158,3010.9974107361177,-1824.7274330424484,-3999.194369453973
84280.11048397626,21550.26472501306,7529.567064545187,-6022.9190342121765,25415.48106966558
-1431.3840864354017,667.510226440276,2693.636451968748,2815.6351501074673,-1859.3208361370807
-114864.22069066914,-40592.31721370599,-1408.3383089336576,-30628.779957801005,831.2914236876004
-9167.357857720419,-2396.973780966232,-1540.4268251091332,-767.8120264835269,-4094.4472622410162
54743.17663641922,23432.283416283997,18602.86580042866,2750.580818895554,-10847.436735367226
-5688.114592100203,-13802.43074293008,-2592.4879018165343,-15703.928558829977,-20099.16046549941
-5292.5127988646855,-1930.4467858900307,802.5052736330946,3409.861038618936,3919.7615578524606
-33775.20693925124,-84736.24034803393,-48941.24053460491,-88662.11740167542,-125311.99818735369
1087.3805015443265,2737.920551225941,1803.3643704067251,-1727.8630953041009,-3136.889844728728
711953.3697237303,-11006.139127598595,70527.5155462567,70339.42789754337,144380.35853448644
-7729.57084297912,-4818.2901505327945,-1984.3145968081285,-17767.219370959137,-35695.64534373077
-20247.86790603789,-1182.4041027108228,-1078.1661072808465,-2772.842591470685,-5916.51780229779
49096.44267376561,30536.643481959374,8585.665381932466,10100.347344632895,3375.018892958496
-14703.244836919654,-6730.914408357875,-6782.66160272084,-943.0230760084372,475.44357166000964
-823982.4807519478,-47117.19054272711,102005.59840421565,39819.64361135347,-279898.6045249088
1043.5224806327433,2949.9841052324205,-3499.968680188133,-2035.668300801015,-2104.016417044687
4035.6081683270163,-4128.541750543614,-2847.773520845053,-6198.289166311767,-11285.861986044356
6122.695150182881,2180.984710987132,17360.37047454875,-4758.803663005631,-9089.220092795722
54094.728869027975,35381.48460533559,39243.66686516673,33451.54393970774,50122.64557288209
-8214.048950052007,4167.84842392973,-4010.503551813415,-3065.807600553293,-4374.272171627191
-70804.86580772717,-5320.696805433921,-882.2613154859889,-12242.937624504119,-18882.478426636266
-9107.753332388576,-4609.61277799896,-319.67832400880405,-10591.851018069565,-7594.754856785628
-313255.7284055029,-38439.303183615324,18033.022267266602,-46974.017776540204,-64354.24591020132
-7160.300305556365,-4225.290026183289,-13263.950667187908,-49584.7974369395,-22433.520942057963
-5543.436132131355,-6591.679515269797,2878.2228078885755,-11846.329388769735,-11990.063931513116
5212.454295790576,324.5470384047478,4258.933065688543,-2279.3409737528914,2243.7766943807565
-6902.568753294679,-474.153631955153,2422.8184541875157,-846.3149770465983,-2825.5062845211937
-14499.632092377096,-27057.029177073775,-4347.729298046422,-1025.3383685884335,-5825.134472691858
5965.941296214189,17596.591349040682,-3058.4365855398323,-41213.98397580594,10432.585494023606
70880.25387909639,12536.269546595937,4883.458279304506,7003.814463501803,17052.977762877683
-4084.8130179765785,-2907.561684880047,579.2827219525714,-2220.6251725776324,-4572.669908594465
11827.928586158412,-59605.73925927506,-11697.68082605933,-9103.88738312909,-14907.779202237885
-7238.246272412973,874.7700218319003,-701.7059561011519,1255.3146149100498,-1921.4264161418664
-2898.084210588479,1621.906401436233,678.2614330933761,2741.4808856519135,-1404.9917381326622
-43977.64692570389,-2419.524676493792,603.204418295785,-41774.910204296655,-37239.603217178796
-784.6149867506793,-18150.534380709603,410.5856967201231,-473.6860255495432,-884.2812574636398
2796502.1765474104,245723.95242098437,3121.7638143269205,56929.01299798556,547056.4291359207
-33943.683782631466,-1171.788121208092,-37429.28849574634,-75100.03564788825,-33893.049919913814
-96378.89909648799,-34578.091208421916,-27733.406646239655,14337.749803495597,-41470.631826056255
-170107.0728118246,-11636.237482869683,1292.8385330904953,-18597.529079894466,-33134.74202944064
7406.110846287939,-45635.99477024293,-13651.505641091198,-38959.74133402039,-25554.435126710687
-83813.23115182793,-49008.206184914685,-134.06290631408345,-74567.1799370693,-127509.99806575164
-16279.33427368806,-19962.622398284926,-8778.44147738955,-34083.16995987823,-33963.56304806767
-3162.4724229908543,-2569.1431680185337,-2997.3453067559453,-198.44423898609386,-2264.9173480728236
-156685.8892258522,59736.138858377206,3013.5094191960543,-74030.03686504943,-71916.414210283
-3337.7854935698833,-4438.340238847363,870.5178532744112,535.5878051240343,-1547.4164634721942
85594.46925555464,39250.25596993186,25975.159444414083,7480.42733251421,54801.344413118095
-189289.63351351247,-5168.202265299757,-2684.2312572369465,-23532.16367646525,-50961.49485614855
35945.645784625165,14975.331750409652,88459.1441953774,12428.54336526022,43037.70259641839
-130866.45246542618,-5064.026303560828,2412.304122671783,-318.3041246182866,-22516.12531382567
4620.407924923213,-5965.641661589732,-9193.629048042952,-8885.089807819622,-5285.065477602057
358764.2114610198,-46345.26626622665,16687.07634490875,37639.79862626518,52119.418238931954
-3684.0188169200933,27.150154340442857,347.40573840826676,2038.0571426762576,398.90035858603466
-42382.43536540969,-1644.4454630224743,-2994.3495782666137,-7842.578128690887,-15345.520956772456
-7780.253610135391,-4248.342141877194,-12525.292720509566,1792.541897839534,-8206.718802247755
-46715.74366944134,-4705.514671253299,23172.182231437786,-14238.490570923104,-23683.859639346472
-56304.782791123864,-2119.57415601333,-6360.3464194091985,-5030.015205453737,-8386.517153459165
8750.372571873162,-2997.139236979901,2043.3491983487202,-13988.801522286307,-4755.578014393067
-51049.621768260404,-32187.29977364124,-7743.124656135822,-58955.25092744056,-49871.59508696376
-6147.267789158531,-4129.929065615537,-3862.1285669803106,-934.6908253544467,-3246.613082652646
-18222.389079917142,1033.9267165900117,1832.5216902014195,-305.1781577463348,-218.7047902388772
-91066.2499120131,39526.87073584822,-41961.798625453004,90339.02528928292,59075.90839148065
-16034.009274479033,-20546.5924390482,1756.1127002533465,-8103.1085306151535,2214.9780139126633
9210.866622110168,1760.9290210966542,-5456.665659829635,4943.157415891919,14503.525321198975
92039.00540565756,-45344.974582763876,-54741.53079151212,-15105.259659524401,-81112.22559341857
-4456.512500463461,-2232.7286888693993,-2407.261268026572,-5593.885608157112,-11696.900343533849
-120366.22033724652,-3524.5167369842156,11968.598747334789,-11646.082049570357,-21103.59574199761
31039.78467911316,8910.78909584127,8622.538462585058,-17099.721559661757,10010.340050505767
-7179.094160027449,6507.854316615199,-2918.7409829775834,-1317.3085834350095,-1000.5933168474004
-27077.85565688186,13597.598960949725,-1819.8412372154764,3378.584549783855,-442.72962971540574
3178.4962427056153,-3528.623331111199,851.3191346652205,835.8190796183113,-2353.1430421139553
-57146.03349614955,6895.004066194234,14831.809840688782,-5632.325887129934,-20884.482417767544
-46326.525995962686,4993.50848971886,1987.3641909050652,-12402.99099346491,-19087.785652114868
-145.0724266212931,-6042.640009195272,-6872.417899683554,-13140.888338081199,-33467.39997092095
-1113.3364828034546,-6687.749144610825,27674.921784878483,4893.74388097989,-10154.675682695815
-80042.39280474595,-11635.202106666338,-15243.31009023353,-28853.130296304047,-21168.6560003369
130702.20244132553,44362.87492387822,44002.91294854666,106357.26048215128,38971.48691700428
3704.497923378387,-3651.036339380383,1982.3941791306227,1696.0367169797644,-1810.3685267540018
-48241.03211170881,-12988.576265721658,23392.544125058674,-13382.018196850064,-2459.1984234542947
46481.40808903139,3906.3524905373724,-3716.958039632421,11081.730932113307,22925.752282385693
300897.6476127198,34829.7918946519,-868.3322800305612,-15863.498351992932,43731.25237924706
22834.49034471229,-16874.177950269095,-13553.924219964745,14129.437748764674,35928.716074747805
344532.71597786556,9039.336618451618,16888.42508467835,14044.713333792919,38277.413583591435
-75271.87379214838,-63200.67592323668,15443.70875054937,-28896.788585026283,-40633.64795830816
-1229.101858933184,-985.4820089482249,-141.76515030305987,-15343.528573939688,-12867.509289705578
19540.577954214717,6201.417982352309,-3256.261542966873,21174.24605028003,15809.10093553396
-78317.89153065125,-1481.9941714814356,2555.6579707754827,-1057.9127463795764,-10458.446398135295
-6.258866924274628,-43140.54174830691,-5926.342546610554,-723.3963332094404,-15106.397708253302
-165989.47767154986,70549.05881843188,-10132.973881125841,66455.84919140418,24227.53059641284
-82760.62580898203,310596.02616216,148923.3197931767,34740.53738977908,-461094.3512781012
-5661.135566031028,-13356.525397320693,-9552.872252213563,-11043.631521989848,-9281.763303795673
122966.6125123445,9244.700819929976,5826.576275851615,10476.938088087072,35847.304349410086
-12334.365523699655,1604.571910749546,1690.7722110022553,814.8406404018568,-4186.701543131571
-2529.2227597606625,-3920.044070625147,-4044.754012798603,-9874.347245638026,-7745.739316516557
-10614.975026368813,-1041.2620795429284,-4647.898096704135,2743.5038373294406,-4328.087721803
-305289.22723057657,28548.95012351212,21769.886848578528,-40515.035051862746,-48413.32385141128
-25188.44896829271,-10975.638946951722,-27172.018784104413,3033.500594213619,-1348.6938191593003
-16411.321989933855,3170.272604522159,4772.0120372625415,-5443.976757906158,-5994.470022568108
252954.34524143688,-175601.7638180927,-142604.96457519042,22306.325135967683,205949.129997921
-64243.058324134865,-13495.495439243196,17314.797057813197,-41056.243493071284,-23128.269632419106
46446.17031937692,-42235.481564293026,-19621.5367965229,44847.49231547747,22934.842094026346
-19525.44727001095,7856.163427155642,5124.179788392146,-4723.717990040657,-8759.707618970599
-33149.83730255297,20619.692938209402,-17435.654593085885,-21202.721399700975,-13052.596170005512
-167749.2049031898,21843.996333509076,-4635.676549057362,-47096.670799454296,-66433.11507120525
51565.40520247135,43144.992089021725,17959.111749937027,127294.06902239594,101122.83012482227
1727.7127915657393,-1077.1856467009459,-1992.7064498089082,-1516.4105611372402,-1034.4883264867385
104930.59935798908,-90293.06557127286,-71508.82119897135,34615.007372470485,-1565.0123963102922
-15268.240455769781,375.38879167145535,29429.649280457154,-60487.63783266658,-34365.79000739255
-14016.952694635602,-3690.312316155641,-3341.1300771996202,-81.70561781921847,844.227396794651
1308.299001777187,-16500.619170224123,-5718.438381113437,-14568.656572316391,-15121.41473203455
-6380.815448330101,1488.8122718126854,-29.33070722553843,-8434.767350974942,-12669.216703895558
12798.523118223833,8775.550574699711,16857.199716339623,-12964.082449897134,-16997.80504901935
-125309.28261085994,-6266.147576951147,-10988.608439364069,-18200.714801953425,-21237.564824276546
-82342.65511905015,-73512.40723544991,-29181.72021045736,-29704.120476336004,-55496.06897510873
-7033.1145690888015,-20727.12632926829,-27748.508135654134,-16151.323630965318,-8017.946316852466
-9300.965048653514,1768.341419332159,3625.1364468878364,-2723.9848872278576,-8576.48867911425
-8431.693171485238,-3595.080427994337,-1258.6224598490833,-5317.3665597817135,-4104.275699254373
-58230.82415024022,-5487.575768071814,-830.1426553509217,-11325.682903300964,-19474.84491558481
-32151.667278253477,58511.1456448113,7650.803541427468,-18721.334672668985,-13128.791367680325
-18243.575849399353,-3472.954921207121,3122.5942971761156,-1426.0302155731301,-5093.97415797484
-1898.5190260165193,-3239.5525038301116,77.11049233592883,-504.67804378540865,-4016.938248321144
-12034.609582484001,-58240.79913987406,-10560.184308608985,-19580.581096562102,-1288.2209453318644
25651.911813202732,16260.359046644258,-1566.7777760902927,31434.6920447064,129050.31860136148
-50456.941793812315,-847.8911141882801,-3317.2895019306184,-4723.203544993676,-8775.43125196472
2445.2921676833735,4877.239579723643,-1881.9256096195584,3131.0273613038894,4261.128834380247
-7900.902042957432,6195.841023483335,7897.494541518432,-10934.2203317487,-21819.336325464308
-32488.947346469286,-11820.935021214209,-5012.902350214478,-12934.800455039673,-20414.424863201766
62378.615554172524,44719.62076450189,1356.0552889322864,209541.83801380018,130624.8230540317
47499.861829357185,-60701.31549285481,12937.099534620724,-47036.617029775865,59862.49399740202
-211043.90331368503,-11024.189107538978,20439.798319988495,-13397.745039612426,-59768.91379946731
-271285.74881807185,11136.722827973894,-23790.731461246243,-62775.01482283664,-70391.02718773697
-1937.3040106002054,-2845.929464003837,-1138.6426427182678,-5472.153273372059,-2955.8110040638626
-135061.98060024835,24527.224032801143,-3772.5179385667825,-26895.461556228922,-38920.33393888468
-35065.20930982951,-24472.320708411866,-819.3053011683995,-1722.1831572193958,-20603.138122911118
-41365.987035690094,-23388.19541185187,345.2790046641081,-7651.651364817886,-15171.407862079475
-621054.8731041267,5640.991897027261,-75453.5099208996,-52495.05876197306,-41952.03711615376
-38570.10957478897,-1561.9385329090076,-640.0840010438005,-2297.883754701581,-1051.7130962964322
-307378.6753184517,-15197.421477238719,-17266.479290313888,-37385.8069216046,-51895.54591666272
11823.149038680294,-755963.3046885104,370006.9581869035,62942.20495240976,-108520.50995365327
173434.2612644317,43086.14168560663,-13099.60860774603,93319.40778430404,128795.63680405503
-23260.39273920774,37132.81736254379,16427.600193854014,-15545.142082090053,-2062.2564862954914
908.2473440520738,-2484.5350630036182,2609.5840780828403,2967.3312753259875,3836.1053857110664
-10170.337286327847,25595.079174109564,3000.8225871119416,3533.8653598088563,-107.76707928996692
-6118.19395010802,1769.4700802782752,-3214.549314978311,-9736.629947112991,-13752.437684435805
-370642.63687980635,-78339.57615557969,-4648.294795154523,-30268.64488174418,-60221.518394843944
